time,G1-B_qload,G1-B_pload,G1-C_qload,G1-C_pload,G2-A_qload,G2-A_pload,G3-A_qload,G3-A_pload,G4-A_qload,G4-A_pload,G5-A_qload,G5-A_pload,G6-A_qload,G6-A_pload,H0-A_qload,H0-A_pload,H0-B_qload,H0-B_pload,H0-C_qload,H0-C_pload,H0-G_qload,H0-G_pload,H0-L_qload,H0-L_pload
2016-01-02 02:00:00,0.032718,0.051724,0,0.02794,0.35338,0.307263,0.186169,0.292709,0.049191,0.322661,0.070226,0.074402,0.164838,0.081629,0.014215,0.025281,0.007087,0.042017,0.438363,0.12614,0.072551,0.069892,0.061901,0.03211
2016-01-02 02:15:00,0.021812,0.047414,0,0.030596,0.400498,0.321229,0.08056,0.28602,0.06431,0.323285,0.077603,0.077318,0.179591,0.086527,0.010661,0.032303,0.007087,0.04902,0.323005,0.088146,0.004534,0.071685,0.038688,0.030581
2016-01-02 02:30:00,0.010906,0.051724,0,0.030596,0.376939,0.222533,0.093084,0.29097,0.049643,0.31303,0.077603,0.074402,0.157363,0.080697,0.035537,0.032303,0.010631,0.053221,-0.007691,0.097264,-0.022672,0.073477,0.003869,0.025994
2016-01-02 02:45:00,0.010906,0.030172,0,0.029215,0.384007,0.228119,0.165182,0.301003,0.057541,0.321769,0.073767,0.077318,0.137693,0.074866,0.046198,0.035112,-0.010631,0.067227,0.138431,0.072948,-0.054413,0.082437,-0.003869,0.021407
2016-01-02 03:00:00,0,0.030172,0,0.029215,0.266213,0.16108,0.067698,0.331104,0.05032,0.266655,0.06639,0.074402,0.155003,0.075799,0.060412,0.033708,-0.003544,0.057423,0.153812,0.051672,0.049879,0.084229,-0.015475,0.024465
2016-01-02 03:15:00,0.021812,0.051724,0,0.029215,0.160199,0.107076,0.118471,0.311037,0.051448,0.286096,0.084979,0.078717,0.167198,0.079686,0.017768,0.030899,0.074418,0.056022,0.080751,0.056231,0.108826,0.089606,-0.023213,0.019878
2016-01-02 03:30:00,0.010906,0.051724,0,0.030596,0.146064,0.099628,0.220018,0.349565,0.066566,0.283867,0.055473,0.068571,0.155003,0.074866,0.007107,0.030899,0.060243,0.051821,0.046144,0.059271,-0.04081,0.057348,-0.003869,0.022936
2016-01-02 03:45:00,0.032718,0.047414,0,0.030596,0.134284,0.087523,0.211555,0.311037,0.060474,0.273165,0.081144,0.080233,0.152446,0.075799,0.014215,0.029494,-0.056699,0.053221,0.034608,0.06535,0.049879,0.086022,-0.003869,0.033639
2016-01-02 04:00:00,0,0.034483,0,0.030596,0.14842,0.09311,0.169244,0.29097,0.053704,0.286721,0.081144,0.078717,0.169755,0.084584,-0.028429,0.033708,0.007087,0.063025,0.049989,0.056231,0.077085,0.071685,-0.023213,0.03211
2016-01-02 04:15:00,0,0.034483,0,0.030596,0.174334,0.108007,0.253866,0.347826,0.066566,0.292072,0.077603,0.078717,0.194343,0.095234,0.007107,0.026685,0.010631,0.053221,0.023072,0.06231,0.045344,0.086022,-0.023213,0.025994
2016-01-02 04:30:00,0.021812,0.047414,0,0.030596,0.17669,0.107076,0.139796,0.332843,0.055961,0.298582,0.073767,0.074402,0.150085,0.077742,0.028429,0.02809,0.024806,0.040616,0.046144,0.06383,0.004534,0.073477,-0.027082,0.015291
2016-01-02 04:45:00,0.010906,0.047414,0,0.026559,0.221452,0.116387,0.177707,0.322809,0.053028,0.291893,0.059013,0.072886,0.152446,0.077742,-0.014215,0.019663,0.007087,0.046218,0.030762,0.069909,0.022672,0.071685,-0.023213,0.021407
2016-01-02 05:00:00,0.021812,0.051724,0,0.029215,0.214384,0.125698,0.258267,0.347826,0.067243,0.294747,0.08852,0.215743,0.162281,0.076809,0.003554,0.022472,-0.014175,0.058824,-0.026917,0.068389,0.090688,0.073477,-0.003869,0.039755
2016-01-02 05:15:00,0.010906,0.034483,0,0.029215,0.273281,0.151769,0.118471,0.262609,0.048063,0.292518,0.029507,0.068571,0.135332,0.089404,-0.017768,0.016854,0.003544,0.061625,0.049989,0.086626,0.027206,0.073477,0.003869,0.030581
2016-01-02 05:30:00,0,0.034483,0,0.030596,0.228519,0.135009,0.177707,0.287625,0.047386,0.302149,0.084979,0.129796,0.167198,0.099122,0.007107,0.025281,0.024806,0.04902,0.042298,0.086626,-0.013603,0.078853,0.003869,0.021407
2016-01-02 05:45:00,0.010906,0.038793,0,0.029215,0.21674,0.132216,0.177707,0.29097,0.053028,0.302595,0.250807,0.169096,0.172116,0.093291,0.031983,0.021067,0.063787,0.056022,0.007691,0.082067,-0.013603,0.087814,-0.034819,0.013761
2016-01-02 06:00:00,0.021812,0.051724,0,0.031871,0.233231,0.136872,0.15232,0.279331,0.049191,0.299652,0.118027,0.109388,0.174673,0.08746,0.063966,0.037921,0.060243,0.05042,0.030762,0.074468,0.086154,0.078853,0.015475,0.027523
2016-01-02 06:15:00,0.010906,0.047414,0,0.030596,0.21674,0.132216,0.165182,0.289365,0.079654,0.304557,0.08852,0.093294,0.137693,0.072922,0.067519,0.186798,0.049612,0.078431,0.038453,0.075988,0.126964,0.0681,0,0.027523
2016-01-02 06:30:00,0.021812,0.047414,0,0.030596,0.155487,0.094041,0.160782,0.309431,0.068823,0.307679,0.051637,0.080233,0.157363,0.079686,0.067519,0.233146,0.021262,0.046218,0.084596,0.089666,0.045344,0.064516,0.034819,0.030581
2016-01-02 06:45:00,0,0.034483,0,0.029215,0.14842,0.095903,0.139796,0.301003,0.059346,0.304111,0.092356,0.102041,0.162281,0.08264,0.021322,0.207865,0.007087,0.046218,0.061525,0.072948,0.04081,0.077061,0.007738,0.027523
2016-01-02 07:00:00,0,0.030172,0,0.029215,0.235587,0.192737,0.118471,0.32107,0.108988,0.313475,0.073767,0.090379,0.155003,0.086527,0.124378,0.22191,0.038981,0.04902,-0.003845,0.071429,-0.036275,0.037634,-0.034819,0.018349
2016-01-02 07:15:00,0.032718,0.051724,0,0.029215,0.228519,0.163873,0.148258,0.359599,0.332381,0.507447,0.055473,0.12688,0.150085,0.078753,0.03909,0.20927,0.046068,0.072829,0.057679,0.074468,0.004534,0.028674,0.003869,0.033639
2016-01-02 07:30:00,0.010906,0.047414,0,0.029215,0.207316,0.155493,0.177707,0.341137,0.409553,0.636315,0.103274,0.09621,0.135332,0.073855,0.003554,0.178371,-0.02835,0.166667,0.057679,0.088146,-0.009069,0.026882,-0.011606,0.01682
2016-01-02 07:45:00,0.021812,0.051724,0,0.029215,0.221452,0.160149,0.139796,0.307692,0.414066,0.677339,0.077603,0.084548,0.169755,0.081629,0.056858,0.174157,0.049612,0.338936,0.019226,0.094225,0.004534,0.023297,0.019344,0.027523
2016-01-02 08:00:00,0,0.025862,0,0.031871,0.233231,0.16108,0.220018,0.354515,0.425348,0.695443,0.06639,0.069971,0.15992,0.080697,0.280739,0.247191,0.106311,0.172269,0.019226,0.106383,0.027206,0.028674,0.03095,0.029052
2016-01-02 08:15:00,0.010906,0.034483,0,0.029215,0.249722,0.182495,0.101547,0.292709,0.434374,0.698564,0.077603,0.071487,0.145167,0.075799,0.149254,0.140449,0.021262,0.140056,0.026917,0.104863,0.031741,0.037634,0.003869,0.033639
2016-01-02 08:30:00,0.010906,0.047414,0,0.02794,0.315686,0.588454,0.194631,0.341137,0.421512,0.6892,0.055473,0.051079,0.150085,0.079686,-0.024876,0.198034,0.184272,0.197479,-0.023072,0.12614,0.022672,0.02509,-0.038688,0.018349
2016-01-02 08:45:00,0.021812,0.051724,0,0.029215,0.334533,0.359404,0.241342,0.393043,0.427605,0.695889,0.092356,0.05691,0.15992,0.086527,-0.035537,0.231742,0.120486,0.172269,-0.023072,0.086626,0.018138,0.026882,-0.023213,0.015291
2016-01-02 09:00:00,0.010906,0.043103,0,0.02794,0.303907,0.481378,0.270791,0.536856,0.409553,0.660216,0.059013,0.045248,0.145167,0.075799,-0.021322,0.196629,0.127573,0.084034,-0.026917,0.101824,-0.022672,0.019713,0,0.025994
2016-01-02 09:15:00,0,0.030172,0,0.02794,0.327466,0.459963,0.342889,0.436522,0.407973,0.657094,0.06639,0.043732,0.137693,0.149654,0.074627,0.214888,0.099224,0.112045,-0.046144,0.086626,0,0.03405,-0.015475,0.036697
2016-01-02 09:30:00,0.010906,0.038793,0,0.030596,0.31333,0.488827,0.23288,0.416455,0.407973,0.647909,0.073767,0.049563,0.132775,0.123455,0.056858,0.285112,0.056699,0.070028,0.019226,0.092705,0.063482,0.062724,0.015475,0.08104
2016-01-02 09:45:00,0.021812,0.051724,0,0.030596,0.280348,0.603352,0.452898,0.476656,0.396014,0.642825,0.062849,0.043732,0.181951,0.123455,-0.007107,0.441011,0.109855,0.082633,0,0.103343,0.036275,0.03405,0.011606,0.055046
2016-01-02 10:00:00,0.021812,0.047414,0,0.030596,0.292128,0.537244,0.334427,0.421405,0.39105,0.657094,0.062849,0.045248,0.201622,0.335303,0.010661,0.470506,0.166554,0.10084,-0.042298,0.118541,0.004534,0.030466,-0.011606,0.090214
2016-01-02 10:15:00,0,0.038793,0,0.025284,0.226163,0.592179,0.346951,0.421405,0.407973,0.645947,0.073767,0.052478,0.199261,0.34401,0.156361,0.491573,-0.003544,0.089636,0.007691,0.118541,-0.031741,0.026882,-0.019344,0.074924
2016-01-02 10:30:00,0,0.030172,0,0.029215,0.249722,0.566108,0.338489,0.453244,0.406845,0.637653,0.073767,0.048163,0.167198,0.102076,0.081734,0.764045,-0.003544,0.086835,0.042298,0.106383,0.009069,0.044803,0.003869,0.018349
2016-01-02 10:45:00,0.021812,0.043103,0,0.02794,0.228519,0.574488,0.660053,0.61204,0.406168,0.626327,0.081144,0.053994,0.174673,0.093291,-0.017768,0.546348,0,0.095238,0.080751,0.161094,0.036275,0.082437,0.046426,0.061162
2016-01-02 11:00:00,0.021812,0.051724,0,0.02794,0.287416,0.458101,0.338489,0.458194,0.407973,0.610898,0.059013,0.039417,0.167198,0.113737,-0.021322,0.526685,0.134661,0.092437,0.126895,0.221884,0.045344,0.077061,0.015475,0.051988
2016-01-02 11:15:00,0.021812,0.047414,0,0.029215,0.25679,0.465549,0.3808,0.51505,0.429861,0.601088,0.095897,0.058309,0.135332,0.102076,0.042644,0.264045,0.053156,0.119048,0.076906,0.282675,0.018138,0.078853,0.019344,0.047401
2016-01-02 11:30:00,0,0.034483,0,0.026559,0.240299,0.512104,0.363875,0.51505,0.426025,0.597788,0.06639,0.045248,0.167198,0.173987,0.010661,0.549157,0.010631,0.077031,0.138431,0.217325,0.068016,0.22043,0.034819,0.047401
2016-01-02 11:45:00,0.010906,0.038793,0,0.030596,0.289772,0.455307,0.393662,0.505017,0.408425,0.593508,0.084979,0.05691,0.221292,0.276996,0.092395,0.358146,0.017719,0.110644,0.073061,0.180851,0.448907,0.396057,0,0.036697
2016-01-02 12:00:00,0.010906,0.038793,0,0.030596,0.254434,0.48324,0.342889,0.428094,0.411358,0.591724,0.06639,0.048163,0.218931,0.285703,0.095949,0.273876,0,0.228291,0.088442,0.182371,0.181377,0.166667,0.007738,0.056575
2016-01-02 12:15:00,0.021812,0.051724,0,0.02794,0.273281,0.49162,0.317502,0.404682,0.370064,0.589494,0.081144,0.055394,0.211457,0.254606,0.007107,0.18118,-0.007087,0.319328,0.092287,0.287234,0.11336,0.40681,-0.003869,0.047401
2016-01-02 12:30:00,0.021812,0.047414,0,0.029215,0.292128,0.578212,0.342889,0.5101,0.379767,0.582627,0.048096,0.043732,0.204179,0.123455,0.07818,0.202247,-0.003544,0.10084,0.038453,0.18693,0.108826,0.71147,-0.023213,0.036697
2016-01-02 12:45:00,0.010906,0.038793,0,0.029215,0.360448,0.635009,0.321564,0.409766,0.384732,0.578347,0.055473,0.045248,0.181951,0.139003,0.021322,0.183989,0.070874,0.172269,0.061525,0.141337,0.086154,0.403226,-0.03095,0.033639
2016-01-02 13:00:00,0,0.030172,0,0.030596,0.343957,0.621974,0.30904,0.446555,0.380219,0.575493,0.040719,0.170612,0.164838,0.231284,0.010661,0.282303,0.166554,0.357143,0.042298,0.334347,0.108826,0.310036,0.03095,0.044343
2016-01-02 13:15:00,0.010906,0.038793,0,0.02794,0.369871,0.639665,0.321564,0.451505,0.401655,0.61179,0.118027,0.081633,0.191786,0.156495,-0.017768,0.344101,0.024806,0.204482,0.011536,0.238602,0.018138,0.401434,0.046426,0.045872
2016-01-02 13:30:00,0.021812,0.043103,0,0.030596,0.372227,0.645251,0.330026,0.423144,0.39105,0.614287,0.121863,0.099125,0.218931,0.175931,0.060412,0.365169,0.081505,0.163866,-0.080751,0.408815,-0.018138,0.655914,0.023213,0.056575
2016-01-02 13:45:00,0.010906,0.043103,0,0.030596,0.376939,0.671322,0.693902,0.602007,0.386988,0.616517,0.254643,0.144373,0.201622,0.281816,0.095949,0.480337,0.223253,0.246499,-0.053834,0.322188,0.906883,0.607527,0.023213,0.062691
2016-01-02 14:00:00,0.021812,0.043103,0,0.029215,0.367515,0.711359,0.296178,0.406421,0.375706,0.602247,0.140157,0.115219,0.191786,0.279873,0.127932,0.457865,-0.003544,0.338936,0,0.165653,0.004534,0.548387,0.023213,0.058104
2016-01-02 14:15:00,0,0.021552,0,0.02794,0.386362,0.728119,0.3808,0.4499,0.415871,0.594667,0.147534,0.156035,0.196704,0.100132,0.024876,0.523876,0.017719,0.191877,0.034608,0.082067,0.185911,0.318996,0.023213,0.055046
2016-01-02 14:30:00,0,0.030172,0,0.029215,0.358092,0.607076,0.355413,0.439866,0.419256,0.600464,0.1735,0.109388,0.199261,0.272098,0.021322,0.393258,0.198447,0.148459,0.023072,0.057751,0.031741,0.123656,0.081245,0.039755
2016-01-02 14:45:00,0.032718,0.043103,0,0.02794,0.318042,0.683426,0.317502,0.41806,0.420835,0.599304,0.121863,0.084548,0.196704,0.233227,0,0.407303,-0.014175,0.138655,-0.026917,0.031915,0.013603,0.134409,0.011606,0.055046
2016-01-02 15:00:00,0.010906,0.043103,0,0.029215,0.339245,0.66946,0.321564,0.403077,0.441144,0.579684,0.147534,0.090379,0.194343,0.320687,0,0.382022,-0.038981,0.138655,0.007691,0.092705,0.176842,0.191756,0.007738,0.074924
2016-01-02 15:15:00,0.032718,0.047414,0,0.029215,0.346313,0.770019,0.435973,0.471572,0.426477,0.560332,0.114486,0.078717,0.231127,0.165203,0.003554,0.546348,0.024806,0.155462,0.019226,0.305471,0.299271,0.102151,0.003869,0.044343
2016-01-02 15:30:00,0,0.025862,0,0.030596,0.402853,0.667598,0.45696,0.501672,0.348176,0.532239,0.121863,0.081633,0.218931,0.110783,0.028429,0.598315,0.02835,0.135854,0.026917,0.208207,0.018138,0.168459,0.081245,0.058104
2016-01-02 15:45:00,0,0.030172,0,0.029215,0.374583,0.709497,0.351351,0.443211,0.310267,0.525105,0.099733,0.061224,0.24588,0.124388,0.021322,0.63764,0.116942,0.152661,0.142276,0.104863,0.036275,0.336918,0.100589,0.070336
2016-01-02 16:00:00,0.021812,0.043103,0,0.030596,0.355736,0.642458,0.359813,0.426488,0.230839,0.4798,0.107109,0.059825,0.258272,0.110783,0.053305,0.660112,-0.014175,0.120448,0.053834,0.404255,0.009069,0.175627,0.038688,0.050459
2016-01-02 16:15:00,0.021812,0.047414,0,0.02794,0.374583,0.704842,0.389262,0.454849,0.235803,0.461518,0.103274,0.067055,0.238602,0.126331,0.124378,0.30618,0.120486,0.183473,-0.007691,0.316109,0.031741,0.170251,0.023213,0.067278
2016-01-02 16:30:00,0.010906,0.038793,0,0.029215,0.332177,0.659218,0.435973,0.501672,0.230839,0.490056,0.070226,0.075802,0.22621,0.106896,0.067519,0.18118,0.170098,0.141457,0.034608,0.162614,-0.018138,0.173835,0.100589,0.079511
2016-01-02 16:45:00,0.010906,0.025862,0,0.02794,0.318042,0.626629,0.448497,0.558528,0.233547,0.527959,0.06639,0.083149,0.218931,0.107906,0.007107,0.313202,0.017719,0.190476,0.088442,0.080547,-0.131498,0.227599,0.046426,0.06422
2016-01-02 17:00:00,0,0.030172,0,0.029215,0.247366,0.633147,0.84216,0.795987,0.226326,0.535093,0.077603,0.087464,0.236045,0.118557,0.021322,0.668539,0.194904,0.177871,0.053834,0.150456,0.027206,0.129032,-0.023213,0.094801
2016-01-02 17:15:00,0.021812,0.047414,0,0.030596,0.292128,0.632216,0.296178,0.428094,0.222941,0.527334,0.077603,0.08898,0.206539,0.10985,0.010661,0.337079,0.056699,0.180672,0.096132,0.161094,0.04081,0.198925,0.015475,0.070336
2016-01-02 17:30:00,0.021812,0.043103,0,0.030596,0.282704,0.654562,0.275191,0.397993,0.201505,0.504147,0.04426,0.080233,0.211457,0.207028,0.010661,0.307584,0.152379,0.194678,0.042298,0.120061,0.063482,0.145161,0.007738,0.301223
2016-01-02 17:45:00,0.010906,0.043103,0,0.02794,0.31333,0.615456,0.283653,0.41806,0.216172,0.498083,0.077603,0.090379,0.209096,0.144834,-0.007107,0.351124,0,0.161064,0,0.109422,0.063482,0.145161,0.015475,0.30581
2016-01-02 18:00:00,0,0.030172,0,0.029215,0.263857,0.621974,0.203093,0.399732,0.248214,0.571658,0.051637,0.081633,0.243519,0.186582,0.063966,0.216292,0.16301,0.137255,0.223027,0.103343,0.19498,0.16129,0.081245,0.327217
2016-01-02 18:15:00,0.010906,0.025862,0,0.029215,0.277992,0.591248,0.139796,0.317726,0.240993,0.558994,0.048096,0.081633,0.218931,0.275052,0.046198,0.419944,-0.017719,0.236695,0.169193,0.135258,0.022672,0.136201,0.119933,0.405199
2016-01-02 18:30:00,0.010906,0.047414,0,0.023903,0.301551,0.581937,0.241342,0.361204,0.225198,0.517078,0.06639,0.086064,0.223849,0.255617,0.067519,0.316011,0.042524,0.081232,0.042298,0.145897,0,0.11828,0.104458,0.279817
2016-01-02 18:45:00,0.032718,0.047414,0,0.026559,0.301551,0.649907,0.126933,0.312776,0.206018,0.416035,0.051637,0.084548,0.22621,0.378994,0,0.519663,0.049612,0.158263,-0.073061,0.148936,0.077085,0.114695,0.127671,0.235474
2016-01-02 19:00:00,0.010906,0.043103,0,0.02794,0.332177,0.650838,0.15672,0.351171,0.120722,0.334255,0.070226,0.09621,0.231127,0.25756,0.103056,0.502809,0.035437,0.152661,-0.099978,0.217325,0.086154,0.116487,0.116064,0.221713
2016-01-02 19:15:00,0,0.030172,0,0.033252,0.384007,0.647114,0.148258,0.354515,0.126363,0.322215,0.206547,0.123965,0.221292,0.297365,0.10661,0.348315,0.024806,0.179272,0.092287,0.299392,0.099757,0.200717,0.023213,0.264526
2016-01-02 19:30:00,0.010906,0.025862,0,0.030596,0.355736,0.729981,0.211555,0.347826,0.13381,0.327745,0.062849,0.08898,0.24588,0.182695,0.07818,0.293539,0.077961,0.337535,0.203801,0.258359,0.126964,0.172043,0.019344,0.123853
2016-01-02 19:45:00,0.021812,0.047414,0,0.029215,0.355736,0.626629,0.15232,0.331104,0.12185,0.323107,0.051637,0.083149,0.253355,0.205084,0.643212,0.532303,0.074418,0.229692,0.084596,0.237082,0.086154,0.112903,0.019344,0.19419
2016-01-02 20:00:00,0.010906,0.043103,0,0.02794,0.343957,0.643389,0.211555,0.354515,0.116209,0.321323,0.04426,0.077318,0.238602,0.192412,0.092395,0.275281,0.25869,0.184874,0.061525,0.335866,0.11336,0.222222,0.054163,0.327217
2016-01-02 20:15:00,0.021812,0.043103,0,0.02794,0.348668,0.615456,0.169244,0.331104,0.096578,0.306341,0.055473,0.083149,0.199261,0.108839,0.174129,0.286517,0.060243,0.163866,0.069215,0.158055,0.131498,0.116487,0.502945,0.455657
2016-01-02 20:30:00,0,0.025862,0,0.029215,0.348668,0.645251,0.118471,0.299398,0.050771,0.311959,0.048096,0.080233,0.172116,0.100132,0.135039,0.179775,0.209078,0.166667,0.061525,0.220365,0.226721,0.21147,0,0.103976
2016-01-02 20:45:00,0.010906,0.030172,0,0.02794,0.332177,0.583799,0.224418,0.359599,0.06431,0.316597,0.062849,0.102041,0.206539,0.116614,0.170575,0.196629,0.12403,0.159664,0.038453,0.118541,0.208583,0.164875,0.015475,0.159021
2016-01-02 21:00:00,0.021812,0.047414,0,0.030596,0.336889,0.645251,0.143858,0.309431,0.06431,0.379916,0.014753,0.182274,0.204179,0.111794,0.028429,0.266854,-0.024806,0.133053,0.053834,0.215805,-0.036275,0.168459,0.054163,0.400612
2016-01-02 21:15:00,0.021812,0.043103,0,0.029215,0.339245,0.611732,0.169244,0.366288,0.079654,0.402479,0.048096,0.077318,0.191786,0.116614,0.127932,0.310393,-0.014175,0.190476,0.126895,0.136778,-0.013603,0.21147,0.027082,0.197248
2016-01-02 21:30:00,0.021812,0.043103,0,0.029215,0.372227,0.637803,0.245404,0.401338,0.075592,0.32712,0.143993,0.145773,0.15992,0.10985,0.063966,0.269663,-0.010631,0.113445,0.023072,0.177812,0.063482,0.195341,0.023213,0.090214
2016-01-02 21:45:00,0,0.025862,0,0.029215,0.362804,0.575419,0.15232,0.342876,0.078526,0.318826,0.147534,0.115219,0.186869,0.10985,0.046198,0.129213,0.003544,0.169468,-0.023072,0.162614,0.136032,0.166667,0.011606,0.099388
2016-01-02 22:00:00,0.010906,0.034483,0,0.030596,0.343957,0.56797,0.186169,0.372977,0.066115,0.316151,0.073767,0.080233,0.201622,0.11467,0.056858,0.325843,0.003544,0.151261,0.046144,0.168693,0.009069,0.137993,0.119933,0.12844
2016-01-02 22:15:00,0.010906,0.043103,0,0.029215,0.252078,0.461825,0.23288,0.379666,0.066566,0.310354,0.084979,0.107872,0.14261,0.084584,0.110163,0.167135,0.070874,0.130252,0.076906,0.135258,0,0.139785,0.088983,0.120795
2016-01-02 22:30:00,0.021812,0.043103,0,0.031871,0.247366,0.438547,0.160782,0.35291,0.047386,0.306608,0.118027,0.099125,0.152446,0.084584,0.07818,0.088483,0.02835,0.130252,0.069215,0.150456,0.027206,0.168459,-0.03095,0.143731
2016-01-02 22:45:00,0.021812,0.043103,0,0.030596,0.25679,0.461825,0.203093,0.372977,0.058217,0.308124,0.059013,0.074402,0.137693,0.080697,-0.003554,0.126404,0.063787,0.134454,0.030762,0.221884,0.022672,0.143369,-0.015475,0.105505
2016-01-02 23:00:00,0,0.025862,0,0.031871,0.24501,0.46648,0.211555,0.367893,0.051899,0.31838,0.06639,0.074402,0.108187,0.108839,-0.003554,0.157303,0.017719,0.141457,0.049989,0.180851,0.022672,0.094982,-0.007738,0.094801
2016-01-02 23:15:00,0,0.030172,0,0.029215,0.237943,0.5,0.165182,0.342876,0.053704,0.336484,0.073767,0.075802,0.113105,0.068025,0.035537,0.087079,0.113398,0.155462,0.061525,0.165653,0.068016,0.078853,0.03095,0.045872
2016-01-02 23:30:00,0.021812,0.051724,0,0.02794,0.249722,0.442272,0.165182,0.351171,0.068372,0.340676,0.081144,0.081633,0.137693,0.079686,0.003554,0.067416,0.007087,0.19888,0.011536,0.130699,0.054413,0.073477,0.027082,0.036697
2016-01-02 23:45:00,0.021812,0.051724,0,0.029215,0.261501,0.453445,0.186169,0.372977,0.053704,0.336484,0.04426,0.067055,0.179591,0.091347,0.028429,0.074438,0.074418,0.141457,0.034608,0.132219,0.054413,0.084229,0.027082,0.03211
2016-01-03 00:00:00,0.021812,0.047414,0,0.029215,0.21674,0.424581,0.190569,0.381271,0.042873,0.33265,0.055473,0.069971,0.162281,0.088471,0.067519,0.06882,0.017719,0.176471,0.034608,0.153495,0.081619,0.09319,0,0.01682
2016-01-03 00:15:00,0,0.030172,0,0.029215,0.303907,0.492551,0.194631,0.35291,0.057541,0.322661,0.077603,0.080233,0.172116,0.084584,-0.014215,0.074438,0.127573,0.10084,0.134585,0.121581,-0.036275,0.09319,-0.011606,0.027523
2016-01-03 00:30:00,0.010906,0.034483,0,0.026559,0.310975,0.514898,0.241342,0.35291,0.049191,0.304379,0.051637,0.069971,0.145167,0.068025,0.010661,0.081461,0.12403,0.098039,0.069215,0.179331,0.018138,0.078853,0,0.025994
2016-01-03 00:45:00,0.010906,0.047414,0,0.031871,0.334533,0.486965,0.190569,0.344482,0.052576,0.306341,0.051637,0.068571,0.155003,0.073855,0.010661,0.037921,-0.010631,0.092437,-0.003845,0.144377,0.022672,0.077061,0.007738,0.030581
2016-01-03 01:00:00,0.032718,0.051724,0,0.030596,0.355736,0.471136,0.236942,0.377926,0.06273,0.310176,0.062849,0.072886,0.145167,0.069968,-0.003554,0.037921,-0.031893,0.085434,0.069215,0.104863,-0.013603,0.078853,0.007738,0.03211
2016-01-03 01:15:00,0.010906,0.047414,0,0.029215,0.346313,0.418994,0.203093,0.35786,0.063859,0.309462,0.04426,0.065656,0.14025,0.072922,0.031983,0.033708,0.031893,0.084034,0.042298,0.088146,0.013603,0.082437,0,0.019878
2016-01-03 01:30:00,0,0.025862,0,0.030596,0.341601,0.33054,0.194631,0.322809,0.055284,0.307233,0.070226,0.078717,0.118022,0.053487,-0.003554,0.032303,0.06733,0.10084,-0.038453,0.080547,0.058947,0.086022,-0.003869,0.019878
2016-01-03 01:45:00,0.010906,0.034483,0,0.031871,0.280348,0.289572,0.317502,0.446555,0.055284,0.296085,0.033343,0.061224,0.162281,0.072922,0,0.025281,0.056699,0.084034,0.038453,0.083587,0.013603,0.064516,-0.011606,0.01682
2016-01-03 02:00:00,0.010906,0.043103,0,0.029215,0.287416,0.277467,0.15672,0.424749,0.058217,0.276732,0.070226,0.077318,0.125497,0.061261,0.035537,0.030899,0.049612,0.105042,0.046144,0.06079,-0.018138,0.057348,0.011606,0.029052
2016-01-03 02:15:00,0.032718,0.047414,0,0.029215,0.282704,0.265363,0.190569,0.384615,0.066115,0.280032,0.059013,0.071487,0.150085,0.071912,-0.021322,0.037921,-0.02835,0.085434,0,0.059271,0.009069,0.064516,0.03095,0.039755
2016-01-03 02:30:00,0,0.034483,0,0.030596,0.270925,0.171322,0.203093,0.41806,0.06273,0.285829,0.051637,0.068571,0.14261,0.065148,0.028429,0.036517,0.024806,0.098039,0.030762,0.06383,0.054413,0.062724,-0.007738,0.015291
2016-01-03 02:45:00,0.010906,0.030172,0,0.031871,0.287416,0.179702,0.177707,0.384615,0.053704,0.298582,0.062849,0.075802,0.135332,0.063205,0.021322,0.033708,0.127573,0.089636,0.080751,0.050152,0.04081,0.069892,-0.023213,0.022936
2016-01-03 03:00:00,0.010906,0.030172,0,0.029215,0.157843,0.113594,0.118471,0.31612,0.065438,0.288504,0.048096,0.065656,0.105827,0.052476,-0.014215,0.033708,0.056699,0.065826,0.003845,0.06231,0.018138,0.05914,-0.011606,0.021407
2016-01-03 03:15:00,0.010906,0.047414,0,0.029215,0.117793,0.094972,0.245404,0.347826,0.054833,0.295461,0.055473,0.071487,0.130415,0.064137,-0.028429,0.015449,0.02835,0.058824,0.026917,0.06231,0.027206,0.05914,0.011606,0.027523
2016-01-03 03:30:00,0.032718,0.043103,0,0.02794,0.200249,0.141527,0.190569,0.317726,0.066566,0.279854,0.051637,0.069971,0.145167,0.071912,-0.017768,0.023876,0.024806,0.064426,-0.042298,0.069909,0.054413,0.057348,-0.007738,0.022936
2016-01-03 03:45:00,0.010906,0.038793,0,0.02794,0.171978,0.121043,0.270791,0.341137,0.054156,0.277357,0.062849,0.074402,0.150085,0.072922,-0.021322,0.019663,-0.003544,0.067227,-0.042298,0.053191,0.045344,0.039427,0.007738,0.036697
2016-01-03 04:00:00,0,0.030172,0,0.029215,0.195537,0.127561,0.266729,0.344482,0.055961,0.289842,0.059013,0.071487,0.147528,0.089404,-0.035537,0.021067,0.024806,0.061625,0.046144,0.050152,0.054413,0.046595,-0.003869,0.025994
2016-01-03 04:15:00,0.010906,0.030172,0,0.029215,0.209672,0.138734,0.253866,0.337793,0.064987,0.29118,0.055473,0.068571,0.189426,0.090414,-0.021322,0.023876,0.017719,0.058824,0.084596,0.072948,0.027206,0.041219,-0.011606,0.012232
